time,amplitude
0.0,-0.20690762485214295
0.001,0.5034775741399
0.002,-0.08955639447643689
0.003,-0.21285066043954376
0.004,0.3786279671739168
0.005,1.103904588736942
0.006,-1.0675012912702382
0.007,0.3933952493684941
0.008,-0.64388979429414
0.009000000000000001,1.0202287238967624
0.01,0.9085927461782397
0.011,0.9331169256834507
0.012,0.2732733336507861
0.013000000000000001,0.8768180115143214
0.014,0.4765521369964958
0.015,0.5975039831855538
0.016,0.6646663191898821
0.017,0.4078522597105782
0.018000000000000002,0.9661537239195557
0.019,0.7886269069193461
0.02,-0.6885970333611848
0.021,1.0464821032246656
0.022,0.773553806893804
0.023,1.170524150769067
0.024,0.6674741949152392
0.025,0.8674041117799346
0.026000000000000002,0.31430597080577677
0.027,0.29322769435376655
0.028,0.5610452790086989
0.029,0.7350867514465513
0.03,0.2841409467542957
0.031,0.5542275956385311
0.032,0.1191496867645494
0.033,0.6132057020575101
0.034,0.39167005772940233
0.035,1.1498232078137822
0.036000000000000004,0.8255989536667346
0.037,0.7088615652246197
0.038,0.9035287828097114
0.039,1.178913660508402
0.04,1.53943781764423
0.041,1.6412248756743044
0.042,1.272252310393673
0.043000000000000003,0.7288103554689442
0.044,0.9212673692846478
0.045,0.9545435624806569
0.046,0.876271643283326
0.047,1.5268618297712404
0.048,0.8687166558211976
0.049,0.642289244553116
0.05,1.5578222855696369
0.051000000000000004,1.012656819485284
0.052000000000000005,1.498746890120426
0.053,0.6362220937887559
0.054,1.2396514156701313
0.055,0.9719016659612633
0.056,1.1698656755586867
0.057,0.8533520049522453
0.058,1.0341515850655432
0.059000000000000004,0.8982838570337162
0.06,-0.15395556534532417
0.061,1.1194479618295503
0.062,0.2542064330556133
0.063,1.0756664690768536
0.064,1.5070680049499199
0.065,1.240612414122639
0.066,0.8296784212149181
0.067,0.4110748915504511
0.068,0.3270031199580745
0.069,0.5043319955498715
0.07,1.1691621221891464
0.07100000000000001,0.7679135508922125
0.07200000000000001,0.4191932858290416
0.073,0.8451965268371648
0.074,1.0920651679113034
0.075,0.6800538304333666
0.076,1.1058100497460708
0.077,0.9354470376058689
0.078,2.5806722146754555
0.079,1.3322453756757935
0.08,0.8704716040063287
0.081,0.3674329328253143
0.082,0.20610366029924632
0.083,1.0688300965042175
0.084,-0.14432064985610005
0.085,0.1620730721239208
0.08600000000000001,0.7968797238236138
0.08700000000000001,0.3621265333650471
0.088,0.2023001448760423
0.089,0.14272458653432216
0.09,1.5527228212772168
0.091,-0.13609614337779413
0.092,0.49938244435958
0.093,-0.07128600867122378
0.094,-0.258019745611931
0.095,-0.08815171626217178
0.096,0.26473191548505526
0.097,0.7765841578641511
0.098,0.21566556077172183
0.099,-0.5233392326957791
0.1,-0.04736678671905933
0.101,0.34604160118766003
0.10200000000000001,0.37044859934884183
0.10300000000000001,1.3868046997150953
0.10400000000000001,0.10586096758681438
0.105,-0.42815560394795743
0.106,-0.7184700500587768
0.107,-0.4683259466807953
0.108,0.12189846704291207
0.109,-0.33648025749934096
0.11,-0.8545270630360429
0.111,-0.6041316079891204
0.112,0.37734109640719704
0.113,-1.3733985356536416
0.114,-0.2572539977876104
0.115,-0.4113616131413678
0.116,-1.2367327123372256
0.117,-1.166234375915291
0.11800000000000001,-0.9632927170239634
0.11900000000000001,-0.6289704775786048
0.12,-1.065888923366439
0.121,-0.22212321535793278
0.122,-0.3728705488541695
0.123,-0.32866701142678334
0.124,-0.33730614476854714
0.125,-0.7094517397697113
0.126,-0.6814792895740884
0.127,-0.26950040148861243
0.128,-0.7310021983328784
0.129,-0.6343861877853108
0.13,0.2633990696046983
0.131,-0.603109779082016
0.132,-1.492925629223445
0.133,-0.9640778479269417
0.134,-0.8106904342590184
0.135,-1.4783381299887481
0.136,-0.8264888177813295
0.137,-1.4118464645626756
0.138,-1.142643841687303
0.139,-0.9968461610549199
0.14,-0.7296759315452016
0.14100000000000001,-0.9027025719098066
0.14200000000000002,-1.6527724431822108
0.14300000000000002,-0.5593801044412451
0.14400000000000002,-1.0973737332829199
0.145,-1.3519893113424006
0.146,-0.9940630729784941
0.147,-0.8448734878574758
0.148,-0.6831726968955166
0.149,-0.9313963387674209
0.15,-1.2094219590398259
0.151,-0.7472016537718742
0.152,-0.9415010885929506
0.153,-1.2108593949006585
0.154,-1.5441792369712157
0.155,-0.7912115257776748
0.156,-0.18003802561843207
0.157,-1.692274582417129
0.158,-0.7870266654896774
0.159,-0.950210005382174
0.16,-1.308175799876965
0.161,-0.8250923252915744
0.162,-0.17733124984091986
0.163,-0.5147783959683098
0.164,-0.005805878594057345
0.165,-1.2387364858083223
0.166,-1.0819709330168221
0.167,-1.8261996421504691
0.168,-1.0056570640538656
0.169,0.03370361763511143
0.17,-0.4840691304361502
0.171,-0.3550615622216083
0.17200000000000001,-0.38130938584230933
0.17300000000000001,-0.936237745890706
0.17400000000000002,-1.2466983253175674
0.17500000000000002,-1.5888603306485227
0.176,-0.4799793753466144
0.177,-0.39301855204078356
0.178,-0.2608042535811905
0.179,-0.8983001630890075
0.18,-0.8769560665297635
0.181,0.03507880279875408
0.182,-0.8598122127277186
0.183,-0.9142225750138084
0.184,-1.306618333858589
0.185,-0.14738861616032756
0.186,0.0014963764587720418
0.187,-0.43685672800224157
0.188,-1.2148532743887792
0.189,-0.38411022632604885
0.19,0.4055120699400572
0.191,-0.7848598605209489
0.192,-0.09737744972062276
0.193,0.17066435518784348
0.194,-0.2931676157338454
0.195,-0.49533859745328257
0.196,0.4467110062181456
0.197,-0.6318521201240634
0.198,0.456289621144085
0.199,0.30019471505970635
0.2,0.083570960011866
0.201,-1.0504810957583646
0.202,0.05203192252492602
0.203,-0.09185454685814336
0.20400000000000001,0.465744343435766
0.20500000000000002,-0.41098595135720994
0.20600000000000002,1.016188178846904
0.20700000000000002,0.25792745912385395
0.20800000000000002,-0.5600832829206601
0.209,0.06179397168850742
0.21,1.078706046496533
0.211,0.9325221758498126
0.212,-0.10251583874831643
0.213,-0.1167231568776767
0.214,0.24114653606130582
0.215,0.6053268168064638
0.216,0.3740162871959323
0.217,-0.3089109251646994
0.218,1.1802557354358918
0.219,0.6871750827476268
0.22,-0.3127637049586658
0.221,0.22176666732991934
0.222,-0.27685929636997053
0.223,1.7802310216085058
0.224,1.3175168717167476
0.225,0.6649268645783564
0.226,0.9800190196918392
0.227,0.5789899930925796
0.228,1.1960909413330576
0.229,0.9237903816228313
0.23,1.0710878037426903
0.231,0.9583320168037799
0.232,1.5109889750821894
0.233,1.2169498814593436
0.234,0.4614004742482986
0.23500000000000001,0.2129546717999008
0.23600000000000002,0.6567240771902626
0.23700000000000002,-0.14514378082313417
0.23800000000000002,1.3616973739568197
0.23900000000000002,0.5872344506154492
0.24,1.257039848195741
0.241,1.1968425847486837
0.242,0.5300459354308582
0.243,1.1252578013564576
0.244,0.19926626440441686
0.245,1.9061074812081702
0.246,0.8948793247807787
0.247,0.46983457656230276
0.248,1.039296684666304
0.249,-0.4086163636936724
0.25,0.8040072519020862
0.251,0.8321808996454879
0.252,1.4947713289231306
0.253,0.9562920571032459
0.254,0.7522878970793028
0.255,1.3605544403495136
0.256,1.4018480894773913
0.257,0.800479516514541
0.258,1.5408743940100766
0.259,0.1713803052563483
0.26,1.110408560282745
0.261,1.6426577320839648
0.262,1.3571020336779709
0.263,1.5285849745930897
0.264,1.3285750411827122
0.265,0.030054613806766883
0.266,1.4057247618685857
0.267,1.0288472595346287
0.268,1.045156292739993
0.269,1.2540474099909757
0.27,0.3729803003155418
0.271,0.9341809398827965
0.272,0.6449086863101119
0.273,0.7626456143891792
0.274,0.004265886700798749
0.275,1.9557458154942529
0.276,1.0936611094701707
0.277,0.20620486291629947
0.278,0.37636047316102134
0.279,-0.15529264955767674
0.28,0.5005877324420616
0.281,1.2848939398613441
0.28200000000000003,0.4063964118112089
0.28300000000000003,0.09394044764070919
0.28400000000000003,0.3036753794677364
0.28500000000000003,-0.4252871721273471
0.28600000000000003,0.2918075016594933
0.28700000000000003,-0.38890666505496535
0.28800000000000003,-0.07011628288258048
0.289,0.026611696652059535
0.29,0.0430124033617611
0.291,0.29504640141897337
0.292,0.04550687552037205
0.293,0.5940923573657357
0.294,-0.620539005535733
0.295,0.41686420430277293
0.296,-0.13340079755591785
0.297,-0.7437798411226717
0.298,-0.015173039486016088
0.299,1.2795237583221493
0.3,0.13826774440878872
0.301,0.27352982007006144
0.302,0.1565211642718915
0.303,0.7303722428573992
0.304,-0.007454518191125525
0.305,-0.4342073528472433
0.306,0.002672298953090735
0.307,-0.13700032902649448
0.308,-1.1716426952608303
0.309,-0.4003447571942471
0.31,-0.6172682473211737
0.311,-0.1503051145768016
0.312,0.2862149977574554
0.313,-0.33560664237469895
0.314,0.02149133001956427
0.315,0.13588609278385216
0.316,-0.7083727065817538
0.317,-0.3279520411563266
0.318,0.4505138031977801
0.319,-1.3707132970480242
0.32,-0.3771397918211591
0.321,-0.8886935133990748
0.322,-1.312069240581219
0.323,-0.8198749254984711
